Movie Name,Release Period,Release Period2,Release Period3,Whether Remake,whether franchise ,Whether Franchise,Genre,new actor,New Actor2,new director,New Director2,new music ,New Music Director,Lead Star,Director,Music Director,Number of Screens,Budget(INR),Revenue(INR),Verdict
Gabbar Singh,0,Holiday,0,No,0,No,action,0,No,0,No,0,No,Sapna,Kanti Shah,Sawan Kumar Sawan,10,"₹ 30,00,000.00","₹ 22,00,000.00",Flop
Munnibai B.A. B. Com,0,Holiday,0,No,0,No,adult,0,No,0,No,0,No,Sapna,Kishan Shah,Sawan Kumar Sawan,1,"₹ 10,00,000.00","₹ 11,00,000.00",Hit
Hawaa Hawaai,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Saqib Saleem,Amol Gupte,Hitesh Sonik,625,"₹ 11,00,00,000.00","₹ 11,36,00,000.00",Hit
Mere Dad Ki Maruti,1,Normal,0,No,0,No,comedy,0,No,1,Yes,0,No,Saqib Saleem,Ashima Chibber,Sachin Gupta,825,"₹ 11,00,00,000.00","₹ 14,94,00,000.00",Hit
Mujhse Fraaandship Karoge,1,Normal,0,No,0,No,rom__com,1,Yes,1,Yes,1,Yes,Saqib Saleem,Nupur Asthana,Raghu Dixit,500,"₹ 9,00,00,000.00","₹ 6,72,00,000.00",Flop
Angry Indian Goddesses,1,Normal,0,No,0,No,drama,0,No,1,Yes,1,Yes,Sarah Jane Dias,Pan Nalin,Swapnil Salkar,375,"₹ 9,00,00,000.00","₹ 2,92,00,000.00",Flop
Jai Jagannath,0,Holiday,0,No,0,No,mythological,1,Yes,1,Yes,1,Yes,Sarat Pujari,Sabyasachi Mohapatra,Akshaya Mohanty,10,"₹ 4,00,00,000.00","₹ 4,50,000.00",Flop
Sacred Evil - A True Story,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,1,Yes,Sarika,Abhigyan Jha,Claver Menezes,25,"₹ 2,50,00,000.00","₹ 12,25,000.00",Flop
Hari Puttar - A Comedy Of  Terrors,0,Holiday,0,No,0,No,comedy,0,No,1,Yes,0,No,Sarika,Rajesh Bajaj,Aadesh Shrivastava,200,"₹ 12,50,00,000.00","₹ 2,41,00,000.00",Flop
Gangoobai,0,Holiday,0,No,0,No,drama,0,No,1,Yes,1,Yes,Sarita Joshi,Priya Krishnaswamy,Ved Nair,10,"₹ 1,25,00,000.00","₹ 1,45,000.00",Flop
Soch Lo,1,Normal,0,No,0,No,suspense,1,Yes,1,Yes,1,Yes,Sartaj Singh Pannu,Sartaj Singh Pannu,Nitish Pires,20,"₹ 2,00,00,000.00","₹ 1,80,000.00",Flop
Hum Phirr Milein Na Milein,1,Normal,0,No,0,No,love_story,0,No,1,Yes,0,No,Sarvar Ahuja,Mannish Goel,Sandesh Shandilya,35,"₹ 90,00,000.00","₹ 6,00,000.00",Flop
Meri Padosan,1,Normal,0,No,0,No,comedy,0,No,1,Yes,1,Yes,Sarvar Ahuja,Prakash Saini,Manoj Negi,60,"₹ 2,25,00,000.00","₹ 33,50,000.00",Flop
Manjunath,0,Holiday,0,No,0,No,drama,1,Yes,1,Yes,1,Yes,Sasho Satiiysh Saarathy,Sandeep A. Varma,Sonam - Nitin - Subir,175,"₹ 5,50,00,000.00","₹ 45,50,000.00",Flop
2 Piece,1,Normal,0,No,0,No,adult,0,No,0,No,0,No,Satnam Kaur,Kishan Shah,Sawan Kumar Sawan,2,"₹ 15,00,000.00","₹ 15,00,000.00",Hit
Ab Hoga Dharna Unlimited,0,Holiday,0,No,0,No,comedy,1,Yes,1,Yes,1,Yes,Saurabh Malik,Deepak Tanwar,Shankar Sahney,10,"₹ 1,50,00,000.00","₹ 5,10,000.00",Flop
Wounded,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,1,Yes,Seema Parihar,Krishna Mishra,Babla Mehta,30,"₹ 1,25,00,000.00","₹ 28,00,000.00",Flop
Ankush - The Command,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,1,Yes,Seth Daksh,Harish Bhonsle,Madhu Bhosle,4,"₹ 70,00,000.00","₹ 3,25,000.00",Flop
Dhoom Dadakka,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Shaad Randhawa,Shashi Ranjan,Roop Kumar Rathod,250,"₹ 5,00,00,000.00","₹ 1,41,00,000.00",Flop
The Unsound,1,Normal,0,No,0,No,thriller,0,No,1,Yes,1,Yes,Shaadab Khan,Alok Shrivastava,Aslam Keyi,25,"₹ 1,00,00,000.00","₹ 9,00,000.00",Flop
Filmistaan,1,Normal,0,No,0,No,comedy,1,Yes,1,Yes,1,Yes,Shaarib Hashmi,Nitin Kakkar,Arijit Datta,450,"₹ 7,50,00,000.00","₹ 9,99,40,000.00",Hit
Operation Mumbai,0,Holiday,0,No,0,No,action,1,Yes,1,Yes,1,Yes,Shabaaz Khan,Ajit Varma,Raj Inder Raj,1,"₹ 80,00,000.00","₹ 6,50,000.00",Flop
15 Park Avenue,1,Normal,0,No,0,No,drama,0,No,1,Yes,1,Yes,Shabana Azmi,Aparna Sen,Jyotishka Dasgupta,50,"₹ 2,50,00,000.00","₹ 2,45,00,000.00",Average
Chalk N Duster,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Shabana Azmi,Jayant Gilatar,Sandesh Shandilya,450,"₹ 12,00,00,000.00","₹ 2,22,00,000.00",Flop
Loins Of Punjab Presents,1,Normal,0,No,0,No,comedy,0,No,1,Yes,1,Yes,Shabana Azmi,Manish Acharya,Michael Cohen,70,"₹ 2,50,00,000.00","₹ 1,98,00,000.00",Average
A Decent Arrangement,1,Normal,0,No,0,No,drama,0,No,1,Yes,1,Yes,Shabana Azmi,Sarovar Banka,Neel Murgai,12,"₹ 2,00,00,000.00","₹ 2,75,000.00",Flop
Sandcastle,0,Holiday,0,No,0,No,drama,1,Yes,1,Yes,1,Yes,Shahana Chaterjee,Shomshuklla Das,Ankur Mukherjee,15,"₹ 50,00,000.00","₹ 67,500.00",Flop
Dil Bole Hadippa,0,Holiday,0,No,0,No,rom__com,0,No,0,No,0,No,Shahid Kapoor,Anurag Singh,Pritam,950,"₹ 28,00,00,000.00","₹ 46,12,00,000.00",Hit
Kismat Konnection,1,Normal,1,Yes,0,No,rom__com,0,No,0,No,0,No,Shahid Kapoor,Aziz Mirza,Sajid - Wajid,850,"₹ 27,00,00,000.00","₹ 38,58,47,500.00",Hit
Jab We Met,0,Holiday,0,No,0,No,rom__com,0,No,0,No,0,No,Shahid Kapoor,Imtiaz Ali,Pritam,475,"₹ 15,00,00,000.00","₹ 50,93,80,000.00",Blockbuster
Chance Pe Dance,1,Normal,0,No,0,No,rom__com,0,No,0,No,0,No,Shahid Kapoor,Ken Ghosh,Adnan Sami,800,"₹ 29,00,00,000.00","₹ 16,30,27,500.00",Flop
Teri Meri Kahaani,1,Normal,0,No,0,No,love_story,0,No,0,No,0,No,Shahid Kapoor,Kunal Kohli,Sajid - Wajid,1450,"₹ 41,00,00,000.00","₹ 54,48,00,000.00",Hit
Vaah! Life Ho Toh Aisi!,0,Holiday,0,No,0,No,comedy,0,No,0,No,0,No,Shahid Kapoor,Mahesh Manjrekar,Ajay - Atul,325,"₹ 13,00,00,000.00","₹ 9,17,23,750.00",Flop
Paathshaala,1,Normal,0,No,0,No,drama,0,No,0,No,1,Yes,Shahid Kapoor,Milind Ukey,Hanif Sheikh,500,"₹ 14,00,00,000.00","₹ 17,19,67,500.00",Hit
Mausam,1,Normal,0,No,0,No,love_story,0,No,1,Yes,0,No,Shahid Kapoor,Pankaj Kapoor,Pritam,1750,"₹ 49,00,00,000.00","₹ 53,67,65,000.00",Hit
Badmaash Company,0,Holiday,0,No,0,No,drama,0,No,1,Yes,0,No,Shahid Kapoor,Parmeet Sethi,Pritam,1100,"₹ 29,00,00,000.00","₹ 48,46,00,000.00",Hit
R... Rajkumar,1,Normal,0,No,0,No,action,0,No,0,No,0,No,Shahid Kapoor,Prabhu Deva,Pritam,2350,"₹ 58,00,00,000.00","₹ 99,57,35,000.00",Hit
Chup Chup Ke,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Shahid Kapoor,Priyadarshan,Himesh Reshammiya,350,"₹ 12,00,00,000.00","₹ 25,58,00,000.00",Blockbuster
Phata Poster Nikhla Hero,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Shahid Kapoor,Rajkumar Santoshi,Pritam,1900,"₹ 47,00,00,000.00","₹ 63,30,60,000.00",Hit
Milenge Milenge,1,Normal,0,No,0,No,love_story,0,No,0,No,0,No,Shahid Kapoor,Satish Kaushik,Himesh Reshammiya,775,"₹ 12,00,00,000.00","₹ 12,62,25,000.00",Hit
Vivah,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Shahid Kapoor,Sooraj Barjatya,Ravindra Jain,200,"₹ 8,00,00,000.00","₹ 49,56,00,000.00",Blockbuster
Shaandaar,0,Holiday,0,No,0,No,rom__com,0,No,0,No,0,No,Shahid Kapoor,Vikas Bahl,Amit Trivedi,2500,"₹ 69,00,00,000.00","₹ 75,70,00,000.00",Hit
Kaminey,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Shahid Kapoor,Vishal Bhardwaj,Vishal Bhardwaj,1250,"₹ 40,00,00,000.00","₹ 71,56,50,000.00",Hit
Haider,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Shahid Kapoor,Vishal Bhardwaj,Vishal Bhardwaj,1250,"₹ 48,00,00,000.00","₹ 79,16,67,500.00",Hit
Rangoon,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Shahid Kapoor,Vishal Bhardwaj,Vishal Bhardwaj,2100,"₹ 61,00,00,000.00","₹ 40,50,12,500.00",Flop
Tu Bewafa Hai,0,Holiday,0,No,0,No,adult,0,No,1,Yes,0,No,Shahnawaz Khan,Laljibhai Patel,Jayant Aaryan,10,"₹ 25,00,000.00","₹ 11,00,000.00",Flop
Dekha Jo Pehli Baar,1,Normal,0,No,0,No,love_story,0,No,1,Yes,0,No,Shahnawaz Khan,Mohd. Shamim Khan,Reeg Deb,20,"₹ 1,50,00,000.00","₹ 3,40,000.00",Flop
Rab Ne Bana Di Jodi,1,Normal,0,No,0,No,love_story,0,No,0,No,0,No,Shahrukh Khan,Aditya Chopra,Salim - Sulaiman,1350,"₹ 39,00,00,000.00","₹ 1,57,41,75,000.00",Blockbuster
Paheli,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Shahrukh Khan,Amol Palekar,M.M. Kreem,350,"₹ 14,00,00,000.00","₹ 32,45,35,000.00",Blockbuster
Ra.One,0,Holiday,0,No,0,No,action,0,No,0,No,0,No,Shahrukh Khan,Anubhav Sinha,Vishal - Shekhar,2900,"₹ 1,30,00,00,000.00","₹ 2,07,38,62,500.00",Hit
Om Shanti Om,0,Holiday,0,No,0,No,masala,0,No,0,No,0,No,Shahrukh Khan,Farah Khan,Vishal - Shekhar,1200,"₹ 40,00,00,000.00","₹ 1,49,87,25,000.00",Blockbuster
Happy New Year,0,Holiday,0,No,0,No,masala,0,No,0,No,0,No,Shahrukh Khan,Farah Khan,Vishal - Shekhar,3850,"₹ 1,50,00,00,000.00","₹ 3,42,76,10,000.00",Blockbuster
Don - The Chase Begins Again,0,Holiday,0,No,1,Yes,action,0,No,0,No,0,No,Shahrukh Khan,Farhan Akhtar,Shankar - Ehsaan - Loy,850,"₹ 38,00,00,000.00","₹ 1,06,34,40,000.00",Blockbuster
Don 2,0,Holiday,0,No,1,Yes,action,0,No,0,No,0,No,Shahrukh Khan,Farhan Akhtar,Shankar - Ehsaan - Loy,2850,"₹ 76,00,00,000.00","₹ 2,02,81,00,000.00",Blockbuster
Jab Harry Met Sejal,0,Holiday,0,No,0,No,rom__com,0,No,0,No,0,No,Shahrukh Khan,Imtiaz Ali,Pritam,3200,"₹ 1,19,00,00,000.00","₹ 1,47,75,80,000.00",Hit
Kabhi Alvida Na Kehna,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Shahrukh Khan,Karan Johar,Shankar - Ehsaan - Loy,800,"₹ 48,00,00,000.00","₹ 1,11,92,40,000.00",Blockbuster
My Name Is Khan,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Shahrukh Khan,Karan Johar,Shankar - Ehsaan - Loy,1650,"₹ 85,00,00,000.00","₹ 1,93,14,50,000.00",Blockbuster
Fan,0,Holiday,0,No,0,No,thriller,0,No,0,No,0,No,Shahrukh Khan,Maneesh Sharma,Vishal - Shekhar,3450,"₹ 1,20,00,00,000.00","₹ 1,84,93,30,000.00",Hit
Raees,0,Holiday,0,No,0,No,action,0,No,0,No,0,No,Shahrukh Khan,Rahul Dholakia,Ram Sampath,3400,"₹ 1,27,00,00,000.00","₹ 2,72,52,00,000.00",Blockbuster
Chennai Express,0,Holiday,0,No,0,No,masala,0,No,0,No,1,Yes,Shahrukh Khan,Rohit Shetty,Honey Singh,3600,"₹ 1,15,00,00,000.00","₹ 3,95,92,42,500.00",Blockbuster
Dilwale,1,Normal,0,No,0,No,masala,0,No,0,No,0,No,Shahrukh Khan,Rohit Shetty,Pritam,3150,"₹ 1,65,00,00,000.00","₹ 3,72,23,15,000.00",Blockbuster
Chak De India,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Shahrukh Khan,Shimit Amin,Salim - Sulaiman,500,"₹ 22,00,00,000.00","₹ 1,01,81,70,000.00",Blockbuster
Jab Tak Hai Jaan,0,Holiday,0,No,0,No,love_story,0,No,0,No,0,No,Shahrukh Khan,Yash Chopra,A.R. Rehman,2450,"₹ 78,00,00,000.00","₹ 2,10,26,42,500.00",Blockbuster
Us Disha Mein,1,Normal,0,No,0,No,horror,1,Yes,1,Yes,1,Yes,Shahzad Pathan,Shahzad Pathan,Vikrant Mathur,1,"₹ 25,00,000.00","₹ 3,00,000.00",Flop
Garam Padosan,1,Normal,0,No,0,No,adult,1,Yes,0,No,0,No,Shakeela,Kanti Shah,Sawan Kumar Sawan,1,"₹ 12,00,000.00","₹ 13,25,000.00",Hit
From Sydney With Love,1,Normal,0,No,0,No,comedy,1,Yes,1,Yes,1,Yes,Sharad Malhotra,Prateek Chakravorty,Brooklyn Shanti,175,"₹ 10,00,00,000.00","₹ 33,00,000.00",Flop
Ek Pal Pyar Ka,0,Holiday,0,No,0,No,drama,1,Yes,1,Yes,0,No,Sharad Ponkshe,Sanjiv Kolte,Manish,3,"₹ 40,00,000.00","₹ 2,50,000.00",Flop
3 Bachelors,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Sharman Joshi,Ajai Sinha,Daboo Malik,70,"₹ 4,00,00,000.00","₹ 21,00,000.00",Flop
War... Chhod Na Yaar,0,Holiday,0,No,0,No,comedy,0,No,1,Yes,1,Yes,Sharman Joshi,Faraz Haider,Aslam Keyi,750,"₹ 17,00,00,000.00","₹ 8,69,44,500.00",Flop
Allah Ke Banday,1,Normal,0,No,0,No,action,0,No,1,Yes,0,No,Sharman Joshi,Faruk Kabir,Chirantan Bhatt,300,"₹ 9,00,00,000.00","₹ 1,00,00,000.00",Flop
Toh Baat Pakki,0,Holiday,0,No,0,No,comedy,0,No,1,Yes,0,No,Sharman Joshi,Kedar Shinde,Pritam,575,"₹ 11,00,00,000.00","₹ 4,57,00,000.00",Flop
Sorry Bhai!,1,Normal,0,No,0,No,rom__com,0,No,0,No,0,No,Sharman Joshi,Onir,Vivek Philip,250,"₹ 9,00,00,000.00","₹ 1,94,00,000.00",Flop
Ferrari Ki Sawaari,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Sharman Joshi,Rajesh Mapuskar,Pritam,875,"₹ 20,00,00,000.00","₹ 48,45,00,000.00",Blockbuster
Gang Of Ghosts,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Sharman Joshi,Satish Kaushik,Dharam - Sandeep,900,"₹ 16,00,00,000.00","₹ 2,79,30,000.00",Flop
1920 London,0,Holiday,0,No,1,Yes,horror,0,No,1,Yes,0,No,Sharman Joshi,Tinu Suresh Desai,Toshi - Sharib,1300,"₹ 21,00,00,000.00","₹ 22,67,82,500.00",Hit
Wajah Tum Ho,1,Normal,0,No,0,No,thriller,0,No,0,No,1,Yes,Sharman Joshi,Vishal Pandya,Gourav - Roshin,2000,"₹ 14,00,00,000.00","₹ 13,57,00,000.00",Average
Life Goes On,1,Normal,0,No,0,No,drama,0,No,1,Yes,1,Yes,Sharmila Tagore,Sangeeta Datta,Soumik Datta,10,"₹ 1,75,00,000.00","₹ 5,00,000.00",Flop
2 Chehare,1,Normal,0,No,0,No,action,0,No,0,No,0,No,Shatrughan Sinha,Ashok Gaikwad,Anand - Milind,2,"₹ 2,00,00,000.00","₹ 1,75,000.00",Flop
Love Aur Sex,0,Holiday,0,No,0,No,adult,0,No,1,Yes,0,No,Shawar Ali,Karan,Daboo Malik,2,"₹ 50,00,000.00","₹ 31,00,000.00",Flop
99.9 FM,1,Normal,0,No,0,No,thriller,0,No,1,Yes,1,Yes,Shawar Ali,Sanjay Bhatia,Piyush Kanojia,5,"₹ 40,00,000.00","₹ 1,20,000.00",Flop
Mallika,1,Normal,0,No,0,No,horror,1,Yes,0,No,0,No,Sheena Nayar,Wilson Louis,Shamir Tandon,325,"₹ 3,50,00,000.00","₹ 1,03,00,000.00",Flop
Chehra - The Unknown Mask,1,Normal,0,No,0,No,suspense,1,Yes,1,Yes,1,Yes,Sheetal Pathak,Deepak K. Bajaj,Aslam Keyi,80,"₹ 80,00,000.00","₹ 30,50,000.00",Flop
Red Swastik,1,Normal,0,No,0,No,thriller,0,No,0,No,0,No,Sherlyn Chopra,Vinod Pande,Shamir Tandon,50,"₹ 2,25,00,000.00","₹ 82,00,000.00",Flop
Sanak - The Deadly Passion,0,Holiday,0,No,0,No,thriller,1,Yes,1,Yes,1,Yes,Shevum Shetty,Aman Soni,Aqeel,1,"₹ 35,00,000.00","₹ 3,25,000.00",Flop
Khamoshh... Khauff Ki Raat,0,Holiday,0,No,0,No,thriller,0,No,0,No,0,No,Shilpa Shetty,Deepak Tijori,Jatin - Lalit,110,"₹ 4,50,00,000.00","₹ 1,04,00,000.00",Flop
Hijack,1,Normal,0,No,0,No,action,0,No,1,Yes,1,Yes,Shiney Ahuja,Kunal Shivdasani,Justin - Uday,375,"₹ 9,00,00,000.00","₹ 3,40,50,000.00",Flop
Woh Lamhe,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Shiney Ahuja,Mohit Suri,Pritam,275,"₹ 7,75,00,000.00","₹ 9,56,00,000.00",Hit
Ghost,0,Holiday,0,No,0,No,horror,0,No,1,Yes,0,No,Shiney Ahuja,Puja Jatinder Bedi,Toshi - Sharib,800,"₹ 9,00,00,000.00","₹ 9,44,00,000.00",Hit
Kal - Yesterday & Tomorrow,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,0,No,Shiney Ahuja,Ruchi Narain,Shantanu Moitra,35,"₹ 1,00,00,000.00","₹ 35,00,000.00",Flop
Hazaaron Khwaishein Aisi,0,Holiday,0,No,0,No,drama,1,Yes,0,No,0,No,Shiney Ahuja,Sudhir Mishra,Shantanu Moitra,35,"₹ 2,75,00,000.00","₹ 69,00,000.00",Flop
Khoya Khoya Chand,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Shiney Ahuja,Sudhir Mishra,Shantanu Moitra,150,"₹ 5,50,00,000.00","₹ 2,94,67,250.00",Flop
Sins,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,1,Yes,Shiney Ahuja,Vinod Pande,Sanjoy Chowdhary,50,"₹ 1,25,00,000.00","₹ 2,38,00,000.00",Hit
Kis Hudh Tak...,0,Holiday,0,No,0,No,thriller,0,No,1,Yes,1,Yes,Shital Shah,Tarun Dhanrajgir,Abid Shah,2,"₹ 70,00,000.00","₹ 5,25,000.00",Flop
Karle Pyaar Karle,1,Normal,0,No,0,No,love_story,1,Yes,1,Yes,0,No,Shiv Darshan,Rajesh Pandey,Meet Bros,1100,"₹ 26,00,00,000.00","₹ 1,91,00,000.00",Flop
Ek Haseena Thi Ek Deewana Tha,1,Normal,0,No,0,No,love_story,0,No,0,No,0,No,Shiv Darshan,Suneel Darshan,Nadeem Saifi,725,"₹ 14,00,00,000.00","₹ 1,67,00,000.00",Flop
Haseena Parkar,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Shraddha Kapoor,Apoorva Lakhia,Sachin - Jigar,1150,"₹ 18,00,00,000.00","₹ 9,06,75,000.00",Flop
Luv Ka The End,0,Holiday,0,No,0,No,drama,0,No,1,Yes,0,No,Shraddha Kapoor,Bumpy,Ram Sampath,450,"₹ 8,50,00,000.00","₹ 7,92,00,000.00",Average
Pratyavartan - The Homecoming,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,1,Yes,Shreela Majumder,Nimu Bhowmick,Pinak Bhattacharya,15,"₹ 90,00,000.00","₹ 5,00,000.00",Flop
Will You Marry Me?,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Shreyas Talpade,Aaditya Datt,Toshi - Sharib,325,"₹ 6,00,00,000.00","₹ 74,00,000.00",Flop
Aagey Se Right,1,Normal,0,No,0,No,comedy,0,No,1,Yes,0,No,Shreyas Talpade,Indrajit Nattoji,Ram Sampath,375,"₹ 6,00,00,000.00","₹ 4,21,00,000.00",Flop
Teen Thay Bhai,0,Holiday,0,No,0,No,comedy,0,No,1,Yes,0,No,Shreyas Talpade,Mrighdeep Singh Lamba,Sukhwinder Singh,500,"₹ 11,00,00,000.00","₹ 3,37,00,000.00",Flop
Iqbal,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Shreyas Talpade,Nagesh Kukunoor,Salim - Sulaiman,70,"₹ 2,25,00,000.00","₹ 5,60,68,750.00",Blockbuster
Bombay To Bangkok,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Shreyas Talpade,Nagesh Kukunoor,Salim - Sulaiman,175,"₹ 7,00,00,000.00","₹ 2,72,00,000.00",Flop
Paying Guests,1,Normal,0,No,0,No,comedy,0,No,1,Yes,0,No,Shreyas Talpade,Paritosh Painter,Sajid - Wajid,450,"₹ 11,00,00,000.00","₹ 7,66,00,000.00",Flop
Kamaal Dhamaal Malamaal,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Shreyas Talpade,Priyadarshan,Sajid - Wajid,950,"₹ 32,00,00,000.00","₹ 9,00,00,000.00",Flop
Click,0,Holiday,0,No,0,No,horror,0,No,0,No,0,No,Shreyas Talpade,Sangeeth Sivan,Shamir Tandon,350,"₹ 7,50,00,000.00","₹ 1,62,00,000.00",Flop
Welcome to Sajjanpur,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Shreyas Talpade,Shyam Benegal,Shantanu Moitra,450,"₹ 9,00,00,000.00","₹ 13,60,00,000.00",Hit
Aasma - The Sky Is the Limit,0,Holiday,0,No,0,No,drama,1,Yes,0,No,0,No,Shubh,Rohit Nayyar,Afsar - Sajid,15,"₹ 1,25,00,000.00","₹ 2,00,000.00",Flop
Shakal Pe Mat Ja,1,Normal,0,No,0,No,comedy,0,No,1,Yes,0,No,Shubh,Shubh,Salim - Sulaiman,275,"₹ 4,00,00,000.00","₹ 69,00,000.00",Flop
Nakshatra,1,Normal,0,No,0,No,thriller,1,Yes,1,Yes,0,No,Shubh Mukherjee,Mohan Savalkar,Bappi - Tutal,200,"₹ 4,75,00,000.00","₹ 26,50,000.00",Flop
Raqt,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,0,No,Shweta Bhardwaj,Adi Irani,Daboo Malik,200,"₹ 2,50,00,000.00","₹ 29,00,000.00",Flop
Raat Abhi Baaki Hai,0,Holiday,0,No,0,No,suspense,1,Yes,1,Yes,1,Yes,Siddhant Kumar,Siddhant Kumar,Vivek Asthana,5,"₹ 30,00,000.00","₹ 1,40,000.00",Flop
Striker,0,Holiday,0,No,0,No,drama,0,No,0,No,1,Yes,Siddharth,Chandan Arora,Shailendra Barve,200,"₹ 11,00,00,000.00","₹ 1,23,00,000.00",Flop
Stand By,0,Holiday,0,No,0,No,drama,0,No,1,Yes,0,No,Siddharth Dhawan,Sanjay Surker,Aadesh Shrivastava,250,"₹ 4,50,00,000.00","₹ 20,75,000.00",Flop
Kuku Mathur Ki Jhand Ho Gayi,1,Normal,0,No,0,No,comedy,1,Yes,1,Yes,1,Yes,Siddharth Gupta,Aman Sachdeva,Parichay,600,"₹ 6,50,00,000.00","₹ 1,94,00,000.00",Flop
Anwar,0,Holiday,0,No,0,No,drama,0,No,0,No,1,Yes,Siddharth Koirala,Manish Jha,Mithoon,25,"₹ 3,00,00,000.00","₹ 12,00,000.00",Flop
Tutiya Dil,0,Holiday,0,No,0,No,love_story,1,Yes,1,Yes,1,Yes,Sidhant Kapur,Amit Khanna,Gulraj Singh,20,"₹ 1,50,00,000.00","₹ 5,25,000.00",Flop
A Gentleman - Sundar Susheel Risky,0,Holiday,0,No,0,No,action,0,No,0,No,0,No,Sidharth Malhotra,Krishna D.K,Sachin - Jigar,1900,"₹ 67,00,00,000.00","₹ 33,49,00,000.00",Flop
Ek Villain,0,Holiday,0,No,0,No,thriller,0,No,0,No,1,Yes,Sidharth Malhotra,Mohit Suri,Adnan Dhool,2500,"₹ 39,00,00,000.00","₹ 1,53,18,00,000.00",Blockbuster
Baar Baar Dekho,1,Normal,0,No,0,No,drama,0,No,1,Yes,1,Yes,Sidharth Malhotra,Nitya Mehra,Bilal Saeed,1950,"₹ 53,00,00,000.00","₹ 62,67,10,000.00",Hit
Kapoor & Sons,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Sidharth Malhotra,Shakun Batra,Amal Malik,1500,"₹ 38,00,00,000.00","₹ 1,43,28,55,000.00",Blockbuster
Hasee Toh Phasee,1,Normal,0,No,0,No,rom__com,0,No,1,Yes,0,No,Sidharth Malhotra,Vinil Mathew,Vishal - Shekhar,1300,"₹ 26,00,00,000.00","₹ 61,74,20,000.00",Blockbuster
Woodstock Villa,1,Normal,0,No,0,No,suspense,1,Yes,0,No,0,No,Sikander Kher,Hansal Mehta,Anu Malik,275,"₹ 6,50,00,000.00","₹ 3,12,00,000.00",Flop
Summer 2007,1,Normal,0,No,0,No,thriller,1,Yes,1,Yes,1,Yes,Sikander Kher,Suhail Tatari,Gourov Dasgupta,125,"₹ 4,50,00,000.00","₹ 64,28,250.00",Flop
Gumshuda,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Simone Singh,Ashok Vishwanath,Bikram Ghosh,40,"₹ 1,25,00,000.00","₹ 2,80,000.00",Flop
Aaj Ka Neta,1,Normal,0,No,0,No,action,0,No,0,No,0,No,Simran,Bisham Kohli,Abheer Mukherjee,2,"₹ 50,00,000.00","₹ 5,00,000.00",Flop
Beda Paar Karte Bhagwan Amarnath,1,Normal,0,No,0,No,mythological,1,Yes,0,No,0,No,Smeep Kang,Tarun Wadhwa,Ravindra Jain,10,"₹ 20,00,000.00","₹ 22,50,000.00",Hit
Malika - The Fire,0,Holiday,0,No,0,No,adult,1,Yes,1,Yes,1,Yes,Smriti Singh,Kumar Bablu,Vinay Prasanna,1,"₹ 15,00,000.00","₹ 5,75,000.00",Flop
Chaurahen,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Soha Ali Khan,Rajshree Ojha,Manikanth Kadari,10,"₹ 2,00,00,000.00","₹ 3,25,000.00",Flop
Aryan,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Sohail Khan,Abhishek Kapoor,Anand Raj Anand,125,"₹ 7,00,00,000.00","₹ 1,34,00,000.00",Flop
Team - The Force,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Sohail Khan,Ajay Chandhok,Daboo Malik,325,"₹ 8,00,00,000.00","₹ 2,19,00,000.00",Flop
